  GMT_timestamp, AFM_MET_time, AFM_upp_time, AFM_mode, AFM_fdir_imu_fail_flag, AFM_fdir_gps_fail_flag, AFM_fdir_star_tracker_fail_flag, AFM_fdir_strike_count_imu, AFM_fdir_strike_count_gps, AFM_fdir_strike_count_star_tracker, AFM_fdir_num_resets_imu, AFM_fdir_num_resets_gps, AFM_fdir_num_resets_star_tracker, AFM_fdir_loss_of_imu, AFM_fdir_loss_of_gps, AFM_fdir_loss_of_star_tracker, CNTRL_mass_total, CNTRL_mass_prop_used, CNTRL_jet_on_times_0, CNTRL_jet_on_times_1, CNTRL_jet_on_times_2, CNTRL_jet_on_times_3, CNTRL_jet_on_times_4, CNTRL_jet_on_times_5, CNTRL_jet_on_times_6, DIO_powerOut_star_tracker, DIO_powerOut_gps, DIO_powerOut_imu, DIO_powerOut_pgnc_sys, DIO_chuteOut_super_drogue_deploy, DIO_chuteOut_parafoil_deploy, UPP_ecef_longitude, UPP_ecef_gd_latitude, UPP_ecef_gd_altitude, UPP_esef_ground_ref_0_R_sc_cg_wrt_gp_ECEF_0, UPP_esef_ground_ref_0_R_sc_cg_wrt_gp_ECEF_1, UPP_esef_ground_ref_0_R_sc_cg_wrt_gp_ECEF_2, UPP_ecef_V_sc_cg_wrt_ecef_0, UPP_ecef_V_sc_cg_wrt_ecef_1, UPP_ecef_V_sc_cg_wrt_ecef_2, UPP_ecef_DV_accum_imu_ecef_0, UPP_ecef_DV_accum_imu_ecef_1, UPP_ecef_DV_accum_imu_ecef_2, UPP_esef_flight_path_angle, UPP_rot_Q_INRTL_to_STRUCT_RAW_s, UPP_rot_Q_INRTL_to_STRUCT_RAW_v_0, UPP_rot_Q_INRTL_to_STRUCT_RAW_v_1, UPP_rot_Q_INRTL_to_STRUCT_RAW_v_2, UPP_rot_T_INRTL_to_ECEF_0_0, UPP_rot_T_INRTL_to_ECEF_0_1, UPP_rot_T_INRTL_to_ECEF_0_2, UPP_rot_T_INRTL_to_ECEF_1_0, UPP_rot_T_INRTL_to_ECEF_1_1, UPP_rot_T_INRTL_to_ECEF_1_2, UPP_rot_T_INRTL_to_ECEF_2_0, UPP_rot_T_INRTL_to_ECEF_2_1, UPP_rot_T_INRTL_to_ECEF_2_2
16-015-08:41:35.6,328.813003,1072617571,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42495728,11.9950428,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.767923676,0.880607586,104041.8968,-3849844.217,-1509485.907,4975406.365,1547.945868,-7370.840282,-1209.676408,1.653889158,-3.034444575,7.379906338,-0.017999149,-0.043592273,-0.257449232,-0.6345345,0.727451425,0.51147197,-0.85929964,-0.000743424,0.85929885,0.511472509,-0.001165473,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:36.6,328.813003,1072617571,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42495728,11.9950428,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.767027263,0.880473773,103973.318,-3849070.92,-1513164.899,4974801.585,1550.214783,-7369.818824,-1213.345266,1.632902352,-3.015538084,7.393322604,-0.017991166,-0.047332244,-0.253489193,-0.630807964,0.731836184,0.511503248,-0.859281022,-0.000743467,0.859280232,0.511503787,-0.001165446,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:36.6,329.813176,1072617572,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42495728,11.9950428,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.76612796,0.880339052,103904.506,-3848293.735,-1516856.419,4974192.801,1552.473187,-7368.799436,-1217.040442,1.603328407,-3.001576459,7.402105781,-0.017982856,-0.050769562,-0.249908685,-0.626972795,0.736120381,0.511534637,-0.859262336,-0.000743509,0.859261547,0.511535175,-0.001165418,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:37.1,329.813176,1072617572,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42495728,11.9950428,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.765229584,0.880203996,103835.8089,-3847515.974,-1520544.808,4973582.643,1554.752925,-7367.798219,-1220.700577,1.577688839,-2.980544452,7.414261128,-0.017972461,-0.053828264,-0.246787487,-0.623204739,0.740144788,0.511566002,-0.859243663,-0.000743552,0.859242874,0.51156654,-0.001165391,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:37.6,329.813176,1072617572,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42495728,11.9950428,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.764334344,0.880068935,103767.3584,-3846739.555,-1524220.99,4972972.578,1556.993826,-7366.774603,-1224.35281,1.555030985,-2.963491019,7.424379002,-0.017960854,-0.057342134,-0.244058394,-0.622102311,0.741711598,0.511597267,-0.859225048,-0.000743594,0.859224259,0.511597806,-0.001165364,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:38.1,330.813484,1072617573,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42446899,11.99553204,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.764296764,0.880063255,103764.4882,-3846706.935,-1524375.323,4972946.927,1557.088419,-7366.732841,-1224.50651,1.554005083,-2.963613705,7.424269575,-0.017960402,-0.057509156,-0.243953159,-0.62216097,0.741684084,0.51159858,-0.859224267,-0.000743596,0.859223477,0.511599118,-0.001165363,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:38.6,330.813484,1072617573,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42446899,11.99553204,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.763401238,0.879927657,103696.0447,-3845928.838,-1528053.384,4972334.571,1559.315394,-7365.699167,-1228.159447,1.526626157,-2.94938557,7.431386099,-0.017947719,-0.06136811,-0.24161938,-0.623728185,0.740821963,0.511629865,-0.859205638,-0.000743639,0.859204849,0.511630404,-0.001165336,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:38.6,331.813269,1072617574,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42446899,11.99553204,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.762495214,0.879789985,103626.8329,-3845140.238,-1531775.259,4971712.98,1561.59466,-7364.648862,-1231.856045,1.505475131,-2.925692858,7.442924118,-0.017936929,-0.064676444,-0.239987376,-0.62544746,0.739620505,0.511661527,-0.859186783,-0.000743681,0.859185994,0.511662065,-0.001165309,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:39.6,331.813269,1072617574,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42446899,11.99553204,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.761617741,0.87965619,103559.7989,-3844375.124,-1535380.498,4971108.991,1563.791245,-7363.625357,-1235.452864,1.477911022,-2.906946709,7.453257735,-0.017927331,-0.067319816,-0.239075082,-0.62724529,0.738156145,0.5116922,-0.859168516,-0.000743723,0.859167727,0.511692739,-0.001165282,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:39.6,332.813072,1072617575,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42422485,11.99577713,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.760714131,0.879517929,103490.7968,-3843585.856,-1539093.824,4970484.968,1566.062356,-7362.559324,-1239.161106,1.453647184,-2.891728527,7.456962651,-0.017918768,-0.068430095,-0.238304203,-0.629282608,0.736567599,0.511723796,-0.859149698,-0.000743766,0.859148909,0.511724335,-0.001165255,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:40.6,332.813072,1072617575,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42422485,11.99577713,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.759817241,0.879380221,103422.3125,-3842801.041,-1542780.206,4969863.548,1568.304532,-7361.506966,-1242.816912,1.426943628,-2.873490096,7.466880093,-0.017906438,-0.068340197,-0.237912376,-0.631409653,0.734880377,0.511755167,-0.859131012,-0.000743808,0.859130223,0.511755706,-0.001165228,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:40.6,333.813991,1072617576,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42422485,11.99577713,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.758920397,0.879242041,103353.8787,-3842014.908,-1546467.104,4969240.13,1570.558836,-7360.446603,-1246.475573,1.400913973,-2.855307294,7.481268494,-0.017895417,-0.067468431,-0.238328737,-0.63335296,0.733151725,0.511786546,-0.85911232,-0.000743851,0.859111531,0.511787085,-0.0011652,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:41.1,333.813991,1072617576,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42422485,11.99577713,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.758027661,0.879104021,103285.7396,-3841230.96,-1550137.783,4968617.525,1572.825563,-7359.392831,-1250.144337,1.375592363,-2.836065894,7.493589981,-0.017888634,-0.065797799,-0.239547176,-0.635039345,0.731445713,0.511817791,-0.859093706,-0.000743893,0.859092917,0.511818329,-0.001165173,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:41.6,333.813991,1072617576,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42422485,11.99577713,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.757990495,0.879098265,103282.9058,-3841198.296,-1550290.616,4968591.562,1572.919338,-7359.34955,-1250.295318,1.375020228,-2.834916054,7.494406147,-0.017888105,-0.065715154,-0.239619822,-0.635101284,0.731375566,0.511819092,-0.859092931,-0.000743895,0.859092142,0.51181963,-0.001165172,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:41.6,334.812003,1072617577,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42373657,11.99626541,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.757097249,0.87895967,103214.7693,-3840412.487,-1553964.124,4967966.495,1575.156333,-7358.307878,-1253.935637,1.350976449,-2.81056735,7.512481266,-0.017875207,-0.063153269,-0.24216125,-0.634824849,0.731004108,0.511850364,-0.859074299,-0.000743938,0.85907351,0.511850903,-0.001165145,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:42.6,334.812003,1072617577,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42373657,11.99626541,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.756201491,0.87882021,103146.4148,-3839623.051,-1557648.642,4967337.6,1577.41039,-7357.248264,-1257.652172,1.322795428,-2.789590902,7.522571812,-0.017870029,-0.059723902,-0.245949334,-0.63235562,0.732166887,0.511881735,-0.859055607,-0.00074398,0.859054818,0.511882274,-0.001165118,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:42.6,335.812043,1072617578,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42373657,11.99626541,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.755309931,0.878680926,103078.4101,-3838835.953,-1561316.593,4966709.62,1579.671256,-7356.187097,-1261.313191,1.2985054,-2.763525847,7.539609176,-0.017862388,-0.055661687,-0.250381054,-0.629751961,0.733228185,0.511912968,-0.859036996,-0.000744023,0.859036207,0.511913507,-0.001165091,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:43.1,335.812043,1072617578,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42373657,11.99626541,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.754414366,0.878540539,103010.0953,-3838043.919,-1565001.714,4966076.759,1581.906875,-7355.131852,-1265.007462,1.272509842,-2.733765719,7.552574714,-0.017853099,-0.051105733,-0.255339418,-0.627116124,0.734108543,0.51194435,-0.859018294,-0.000744065,0.859017505,0.511944889,-0.001165064,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:43.6,335.812043,1072617578,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42373657,11.99626541,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.753521485,0.878400095,102942.0298,-3837252.897,-1568676.507,4965443.763,1584.136047,-7354.07686,-1268.666342,1.240990777,-2.708411084,7.562084979,-0.017841294,-0.04616762,-0.260694678,-0.624597882,0.734700158,0.511975649,-0.85899964,-0.000744108,0.858998851,0.511976188,-0.001165037,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:44.1,336.813569,1072617579,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42356873,11.99642944,0,0,1,0,0,1,0,0,1,1,0,0,0,-2.753484311,0.878394237,102939.1981,-3837219.937,-1568829.515,4965417.365,1584.229258,-7354.033348,-1268.817552,1.239917847,-2.707637665,7.562771458,-0.017840703,-0.045967001,-0.260920975,-0.624500901,0.734714846,0.511976953,-0.858998863,-0.000744109,0.858998074,0.511977491,-0.001165036,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:44.6,336.813569,1072617579,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.752591896,0.878253374,102871.1582,-3836427.848,-1572503.103,4964782.573,1586.485264,-7352.960527,-1272.491681,1.208900384,-2.678894258,7.571978535,-0.017833185,-0.042241639,-0.266301532,-0.626217555,0.731539959,0.512008246,-0.858980211,-0.000744152,0.858979422,0.512008785,-0.001165008,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:44.6,337.812793,1072617580,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.751701566,0.878112361,102803.3149,-3835636.262,-1576168.829,4964147.223,1588.713796,-7351.890601,-1276.136823,1.179766462,-2.64902464,7.584534569,-0.017821695,-0.038793719,-0.27185423,-0.628944103,0.727337364,0.512039475,-0.858961595,-0.000744194,0.858960806,0.512040014,-0.001164981,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:45.6,337.812793,1072617580,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.750806081,0.877970058,102735.0707,-3834838.663,-1579856.469,4963506.143,1590.978789,-7350.802255,-1279.795864,1.152129185,-2.618389507,7.599275155,-0.01781143,-0.035324213,-0.277432577,-0.631697268,0.72300894,0.512070895,-0.858942865,-0.000744237,0.858942076,0.512071434,-0.001164954,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:45.6,338.812529,1072617581,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.749925273,0.877829617,102667.9681,-3834052.782,-1583484.367,4962873.56,1593.209423,-7349.737522,-1283.410674,1.12085346,-2.584614997,7.612063764,-0.017802718,-0.031909105,-0.282986641,-0.634330749,0.718696647,0.51210181,-0.858924434,-0.000744279,0.858923645,0.512102349,-0.001164927,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:46.1,338.812529,1072617581,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.749022562,0.877685203,102599.2073,-3833245.94,-1587203.203,4962223.173,1595.473433,-7348.653695,-1287.108493,1.092121018,-2.551371353,7.625895276,-0.017790924,-0.028670317,-0.288208472,-0.636622548,0.71472066,0.512133503,-0.858905537,-0.000744322,0.858904748,0.512134042,-0.0011649,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:46.6,338.812529,1072617581,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.748134442,0.877542641,102531.5882,-3832450.777,-1590862.652,4961581.242,1597.680454,-7347.554673,-1290.753428,1.057883155,-2.51294281,7.63966098,-0.017779349,-0.0255429,-0.29311093,-0.638529157,0.711135753,0.512164695,-0.858886938,-0.000744364,0.858886149,0.512165234,-0.001164873,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:47.1,339.811885,1072617582,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42324829,11.9967556,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.748096525,0.877536544,102528.7038,-3832416.8,-1591018.904,4961553.791,1597.773638,-7347.510079,-1290.909217,1.054540599,-2.51270928,7.639312916,-0.017778707,-0.025425065,-0.293303967,-0.638594155,0.711002007,0.512166027,-0.858886143,-0.000744366,0.858885354,0.512166566,-0.001164872,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:47.6,339.811885,1072617582,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42243195,11.99757004,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.747203383,0.87739268,102460.6769,-3831615.655,-1594699.78,4960906.064,1600.00971,-7346.382645,-1294.601974,1.021105579,-2.479550106,7.650639641,-0.017771614,-0.022034042,-0.298083348,-0.637964547,0.709691522,0.512197405,-0.858867431,-0.000744408,0.858866642,0.512197944,-0.001164844,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:47.6,340.811799,1072617583,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42243195,11.99757004,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.74631402,0.877248945,102392.9922,-3830816.547,-1598365.817,4960259.043,1602.225503,-7345.279116,-1298.259878,0.988753959,-2.43850462,7.661930224,-0.017760914,-0.017342222,-0.301283588,-0.636122965,0.710123244,0.51222866,-0.858848791,-0.000744451,0.858848002,0.5122292,-0.001164817,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:48.6,340.811799,1072617583,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42243195,11.99757004,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.745419755,0.877103941,102324.949,-3830011.619,-1602052.777,4959606.403,1604.456932,-7344.19701,-1301.925014,0.952603496,-2.397141886,7.673428848,-0.01774795,-0.013075216,-0.303787415,-0.633917027,0.711119855,0.512260099,-0.858830039,-0.000744493,0.858829251,0.512260638,-0.00116479,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:48.6,341.813896,1072617584,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42243195,11.99757004,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.74452936,0.876959088,102257.2309,-3829208.778,-1605724.506,4958954.547,1606.700918,-7343.085482,-1305.554994,0.914792531,-2.358280626,7.686132366,-0.017735774,-0.009460169,-0.305486372,-0.631626016,0.712486602,0.512291412,-0.858811362,-0.000744536,0.858810573,0.512291951,-0.001164763,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:49.1,341.813896,1072617584,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42243195,11.99757004,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.743644437,0.876814655,102189.9182,-3828409.459,-1609374.379,4958304.649,1608.916514,-7341.969046,-1309.167465,0.876009559,-2.319397965,7.698947635,-0.017723224,-0.00655617,-0.306389457,-0.62937991,0.71411725,0.512322543,-0.858792791,-0.000744578,0.858792002,0.512323083,-0.001164736,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:49.6,341.813896,1072617584,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42243195,11.99757004,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.742755446,0.87666908,102122.3096,-3827605.083,-1613041.756,4957649.706,1611.181292,-7340.86783,-1312.835954,0.842996208,-2.273655179,7.715222486,-0.017716643,-0.005251362,-0.306407958,-0.629058492,0.714403247,0.512353827,-0.858774127,-0.00074462,0.858773338,0.512354366,-0.001164709,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:50.1,342.811524,1072617585,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42194366,11.99806023,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.742716324,0.876662662,102119.3378,-3827569.656,-1613203.166,4957620.837,1611.27817,-7340.819358,-1312.99631,0.840321625,-2.272298632,7.715561473,-0.017716025,-0.005277199,-0.306389719,-0.62917718,0.714306354,0.512355204,-0.858773306,-0.000744622,0.858772517,0.512355743,-0.001164708,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:50.6,342.811524,1072617585,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42194366,11.99806023,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.74182412,0.876516063,102051.4639,-3826760.875,-1616884.549,4956961.349,1613.523336,-7339.708498,-1316.686964,0.804214301,-2.228538158,7.727770498,-0.017708144,-0.006297302,-0.305504431,-0.632311268,0.711905785,0.512386611,-0.858754567,-0.000744665,0.858753778,0.512387151,-0.00116468,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:50.7,343.814509,1072617586,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42194366,11.99806023,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.740934386,0.876369393,101983.8384,-3825952.949,-1620556.484,4956301.665,1615.765648,-7338.593413,-1320.317855,0.769096771,-2.185652133,7.743488892,-0.017695604,-0.00818441,-0.303731681,-0.635656865,0.709662195,0.512417942,-0.858735872,-0.000744707,0.858735084,0.512418481,-0.001164653,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:51.7,343.814509,1072617586,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42194366,11.99806023,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.740050842,0.876223274,101916.6971,-3825149.235,-1624203.586,4955644.545,1617.98571,-7337.476364,-1323.916524,0.732514503,-2.144171363,7.757506022,-0.017682066,-0.010801021,-0.301089407,-0.639014359,0.707735229,0.512449065,-0.8587173,-0.00074475,0.858716511,0.512449604,-0.001164626,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:51.7,344.813269,1072617587,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42194366,11.99806023,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.739160785,0.876075598,101849.0971,-3824338.218,-1627878.321,4954980.526,1620.225924,-7336.340264,-1327.557451,0.696112352,-2.096211582,7.7756848,-0.017670455,-0.014069772,-0.297631069,-0.64216958,0.706283242,0.512480428,-0.858698583,-0.000744792,0.858697794,0.512480968,-0.001164599,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:52.7,344.813269,1072617587,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42120361,11.9987936,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.738274569,0.875928084,101781.8001,-3823529.301,-1631537.933,4954317.313,1622.40949,-7335.225494,-1331.186825,0.656054536,-2.056783375,7.795995348,-0.01765491,-0.017444457,-0.29407764,-0.641860236,0.707975614,0.512511666,-0.858679939,-0.000744834,0.85867915,0.512512206,-0.001164572,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:52.7,345.811544,1072617588,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42120361,11.9987936,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.73738666,0.875779804,101714.4086,-3822717.474,-1635205.294,4953650.76,1624.619074,-7334.104733,-1334.8536,0.613099405,-2.014921529,7.806277529,-0.017643978,-0.020962546,-0.290365026,-0.638986626,0.712000572,0.512542974,-0.858661251,-0.000744877,0.858660463,0.512543514,-0.001164545,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:53.7,345.811544,1072617588,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42120361,11.9987936,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.73646286,0.875625025,101644.319,-3821871.343,-1639021.679,4952955.084,1626.89909,-7332.918802,-1338.647584,0.571199354,-1.970795473,7.816495423,-0.017629515,-0.025084411,-0.285935214,-0.635767038,0.716527808,0.512575559,-0.8586418,-0.000744921,0.858641012,0.512576099,-0.001164517,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:53.7,346.811761,1072617589,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42120361,11.9987936,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.735575458,0.875475858,101577.0224,-3821057.119,-1642688.461,4952284.727,1629.110937,-7331.790987,-1342.281333,0.53026199,-1.933839344,7.826138255,-0.017615576,-0.029491533,-0.281237494,-0.632648833,0.720965447,0.512606871,-0.858623107,-0.000744964,0.858622319,0.512607411,-0.001164489,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:54.7,346.811761,1072617589,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42120361,11.9987936,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.734686047,0.875325871,101509.6055,-3820239.657,-1646364.303,4951610.782,1631.352089,-7330.641895,-1345.925099,0.498403649,-1.889774344,7.843780793,-0.017604085,-0.034254114,-0.276287543,-0.62968099,0.725254231,0.512638265,-0.858604364,-0.000745006,0.858603576,0.512638804,-0.001164462,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:54.7,347.813445,1072617590,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42071533,11.99928284,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.733800826,0.875176119,101442.4944,-3819424.603,-1650023.557,4950937.946,1633.605518,-7329.499178,-1349.572229,0.460889373,-1.847575994,7.854444344,-0.017596201,-0.040460134,-0.2710694,-0.630203758,0.726448609,0.512669521,-0.858585702,-0.000745049,0.858584913,0.51267006,-0.001164435,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:55.7,347.813445,1072617590,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42071533,11.99928284,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.732913499,0.87502553,101375.2729,-3818606.232,-1653692.282,4950261.454,1635.833273,-7328.355581,-1353.210811,0.422034922,-1.806880973,7.866419082,-0.017583902,-0.047293721,-0.265767885,-0.632618242,0.725895925,0.512700862,-0.858566987,-0.000745091,0.858566198,0.512701402,-0.001164408,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:55.7,348.813096,1072617591,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42071533,11.99928284,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.73202831,0.874874829,101308.2146,-3817788.405,-1657352.91,4949584.524,1638.055779,-7327.211413,-1356.852436,0.381146067,-1.772756493,7.875452558,-0.017572719,-0.053897553,-0.26065148,-0.635078121,0.725142497,0.512732138,-0.858548309,-0.000745134,0.858547521,0.512732678,-0.001164381,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:56.7,348.813096,1072617591,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42071533,11.99928284,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.731142055,0.874723467,101241.1006,-3816968.194,-1661018.705,4948904.71,1640.295904,-7326.063498,-1360.496886,0.336880176,-1.739460027,7.88630196,-0.017562369,-0.060020832,-0.255940154,-0.637361537,0.72433584,0.512763463,-0.858529601,-0.000745176,0.858528813,0.512764002,-0.001164354,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:56.7,349.813001,1072617592,8,0,0,1,0,0,10,0,0,0,0,0,1,79.42071533,11.99928284,0,0,0,0,0,0,0,0,1,1,0,0,0,-2.73022109,0.87456567,101171.3507,-3816114.346,-1664828.866,4948196.055,1642.610115,-7324.850677,-1364.28789,0.288103085,-1.708996783,7.893814321,-0.017551425,-0.065648339,-0.251678999,-0.639321401,0.723613242,0.512796026,-0.858510152,-0.00074522,0.858509363,0.512796566,-0.001164325,0.001381731,-4.27171E-05,0.999999044
16-015-08:41:57.7,349.813001,1072617592,8,0,0,1,0,0,10,0,0,0,0,0,1,79.41982269,12.00017929,0,0,0,0,1,0,0,0,1,1,0,0,0,-2.729335726,0.874413486,101104.3362,-3815292.076,-1668492.523,4947512.696,1644.828194,-7323.681151,-1367.912983,0.245561507,-1.674869347,7.909160442,-0.017538353,-0.069900004,-0.249170134,-0.637987099,0.725259054,0.512827341,-0.858491446,-0.000745263,0.858490658,0.512827881,-0.001164298,0.001381731,-4.27171E-05,0.999999044
