  GMT_timestamp, AFM_MET_time, AFM_upp_time, AFM_mode, AFM_fdir_imu_fail_flag, AFM_fdir_gps_fail_flag, AFM_fdir_star_tracker_fail_flag, AFM_fdir_strike_count_imu, AFM_fdir_strike_count_gps, AFM_fdir_strike_count_star_tracker, AFM_fdir_num_resets_imu, AFM_fdir_num_resets_gps, AFM_fdir_num_resets_star_tracker, AFM_fdir_loss_of_imu, AFM_fdir_loss_of_gps, AFM_fdir_loss_of_star_tracker, CNTRL_mass_total, CNTRL_mass_prop_used, CNTRL_jet_on_times_0, CNTRL_jet_on_times_1, CNTRL_jet_on_times_2, CNTRL_jet_on_times_3, CNTRL_jet_on_times_4, CNTRL_jet_on_times_5, CNTRL_jet_on_times_6, DIO_powerOut_star_tracker, DIO_powerOut_gps, DIO_powerOut_imu, DIO_powerOut_pgnc_sys, DIO_chuteOut_super_drogue_deploy, DIO_chuteOut_parafoil_deploy, UPP_ecef_longitude, UPP_ecef_gd_latitude, UPP_ecef_gd_altitude, UPP_esef_ground_ref_0_R_sc_cg_wrt_gp_ECEF_0, UPP_esef_ground_ref_0_R_sc_cg_wrt_gp_ECEF_1, UPP_esef_ground_ref_0_R_sc_cg_wrt_gp_ECEF_2, UPP_ecef_V_sc_cg_wrt_ecef_0, UPP_ecef_V_sc_cg_wrt_ecef_1, UPP_ecef_V_sc_cg_wrt_ecef_2, UPP_ecef_DV_accum_imu_ecef_0, UPP_ecef_DV_accum_imu_ecef_1, UPP_ecef_DV_accum_imu_ecef_2, UPP_esef_flight_path_angle, UPP_rot_Q_INRTL_to_STRUCT_RAW_s, UPP_rot_Q_INRTL_to_STRUCT_RAW_v_0, UPP_rot_Q_INRTL_to_STRUCT_RAW_v_1, UPP_rot_Q_INRTL_to_STRUCT_RAW_v_2, UPP_rot_T_INRTL_to_ECEF_0_0, UPP_rot_T_INRTL_to_ECEF_0_1, UPP_rot_T_INRTL_to_ECEF_0_2, UPP_rot_T_INRTL_to_ECEF_1_0, UPP_rot_T_INRTL_to_ECEF_1_1, UPP_rot_T_INRTL_to_ECEF_1_2, UPP_rot_T_INRTL_to_ECEF_2_0, UPP_rot_T_INRTL_to_ECEF_2_1, UPP_rot_T_INRTL_to_ECEF_2_2
16-015-08:53:35.6,1047.811515,1072618290,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104724046,0.601129431,24334.31515,-2690010.229,-4550044.089,3600769.256,73.72060742,40.86840981,-173.3364621,-1926.769033,7136.978573,2490.129601,-0.960847709,-0.49085666,0.172150404,-0.852562326,0.050610856,0.555834522,-0.831292571,-0.000803525,0.831291811,0.555835102,-0.001124879,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:35.6,1048.813022,1072618291,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104720089,0.601121493,24255.13777,-2689973.569,-4550023.185,3600682.705,73.18978119,40.54962185,-172.5180567,-1907.068761,7147.012425,2468.164702,-0.960047903,-0.492694863,0.172426797,-0.851528405,0.049194983,0.555864821,-0.831272311,-0.000803566,0.831271551,0.5558654,-0.00112485,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:36.6,1048.813022,1072618291,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.10471621,0.601113616,24176.21656,-2689937.262,-4550002.057,3600596.625,72.64247,40.76208351,-171.7509839,-1876.526891,7164.334282,2432.663703,-0.961746111,-0.493717003,0.172312094,-0.850990847,0.048648144,0.55589507,-0.831252083,-0.000803607,0.831251323,0.555895649,-0.001124821,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:36.6,1049.812444,1072618292,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104712326,0.601105748,24097.70404,-2689901.084,-4549981.206,3600510.823,72.16781534,40.42560328,-170.9671257,-1858.907569,7173.485361,2410.429653,-0.960855313,-0.495379246,0.172665532,-0.850029591,0.047283311,0.555925381,-0.831231812,-0.000803648,0.831231052,0.55592596,-0.001124792,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:37.1,1049.812444,1072618292,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104708509,0.601097922,24019.31831,-2689865.189,-4549960.128,3600425.319,71.65901079,40.60187044,-170.2490742,-1829.542449,7189.404607,2376.355834,-0.962350144,-0.496368672,0.172548693,-0.849502889,0.046796706,0.555955696,-0.831211537,-0.000803689,0.831210777,0.555956275,-0.001124762,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:37.6,1049.812444,1072618292,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104708355,0.60109761,24016.22693,-2689863.762,-4549959.32,3600421.927,71.64022654,40.54466097,-170.2152143,-1829.632366,7189.212615,2376.499403,-0.962102567,-0.496488496,0.172582326,-0.84943241,0.046680769,0.555956903,-0.831210729,-0.000803691,0.831209969,0.555957483,-0.001124761,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:37.6,1050.812884,1072618293,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104704538,0.601089799,23938.36205,-2689828.057,-4549938.569,3600336.792,71.16434339,40.18454746,-169.4622986,-1811.603457,7197.858427,2354.907566,-0.961035747,-0.498073007,0.172829542,-0.848519331,0.045477185,0.555987248,-0.831190432,-0.000803732,0.831189672,0.555987827,-0.001124732,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:38.6,1050.812884,1072618293,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104700825,0.601082118,23861.49112,-2689793.006,-4549917.836,3600252.906,70.6340034,40.22392322,-168.6853189,-1783.624277,7212.867965,2320.667257,-0.961932982,-0.498985198,0.172753501,-0.848024582,0.044992311,0.556017265,-0.831170352,-0.000803772,0.831169593,0.556017844,-0.001124703,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:38.6,1051.812274,1072618294,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104696996,0.60107422,23782.83161,-2689757.072,-4549896.821,3600166.866,70.25656802,39.98614097,-168.0467432,-1766.044092,7221.195769,2298.656469,-0.961382669,-0.50041294,0.172972555,-0.847194391,0.043920949,0.556048201,-0.831149657,-0.000803814,0.831148897,0.55604878,-0.001124673,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:39.6,1051.812274,1072618294,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104693343,0.601066596,23706.62847,-2689722.466,-4549876.223,3600083.659,69.77413149,40.06376773,-167.3537735,-1738.538487,7235.06948,2266.031447,-0.9623911,-0.501267364,0.172843455,-0.846733984,0.043562944,0.55607822,-0.831129573,-0.000803855,0.831128813,0.556078799,-0.001124644,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:39.6,1052.813567,1072618295,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.1046897,0.601059006,23631.12706,-2689688.136,-4549855.99,3600001.029,69.28810077,39.60227846,-166.5755182,-1721.072329,7242.76072,2244.649786,-0.960823334,-0.502673551,0.173035667,-0.84591095,0.042574916,0.556108173,-0.831109532,-0.000803895,0.831108772,0.556108753,-0.001124615,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:40.1,1052.813567,1072618295,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104686038,0.601051306,23554.25906,-2689653.349,-4549835.179,3599917.048,68.88774819,39.77812175,-165.9699875,-1694.340407,7256.212021,2211.260477,-0.962276371,-0.503341181,0.172918694,-0.845549575,0.042340252,0.556138728,-0.831089086,-0.000803937,0.831088326,0.556139308,-0.001124585,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:40.6,1052.813567,1072618295,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104685885,0.60105099,23551.14605,-2689651.929,-4549834.359,3599913.626,68.87510515,39.7297866,-165.9457132,-1694.42634,7256.02408,2211.398125,-0.962057994,-0.503449338,0.172944992,-0.845484032,0.042255718,0.556139978,-0.83108825,-0.000803939,0.83108749,0.556140557,-0.001124584,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:40.6,1053.812831,1072618296,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104682252,0.60104337,23475.44978,-2689617.619,-4549814.054,3599830.726,68.48963824,39.36167365,-165.261745,-1678.589325,7263.107923,2189.761648,-0.960900931,-0.504753892,0.173203491,-0.844698133,0.041341546,0.556170286,-0.831067968,-0.00080398,0.831067208,0.556170865,-0.001124555,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:41.6,1053.812831,1072618296,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104678673,0.601035789,23399.898,-2689583.539,-4549793.583,3599748.118,68.08795201,39.44071136,-164.6212625,-1653.489228,7275.470515,2157.029885,-0.961927346,-0.50538972,0.173135115,-0.844341626,0.04114221,0.556200591,-0.831047686,-0.000804021,0.831046926,0.556201171,-0.001124525,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:41.6,1054.811828,1072618297,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104675096,0.601028229,23324.94086,-2689549.684,-4549773.464,3599665.953,67.68678517,39.06021774,-163.9835685,-1636.596201,7281.964858,2137.156108,-0.960601453,-0.506720835,0.173243831,-0.843558639,0.040365744,0.556230864,-0.831027424,-0.000804062,0.831026665,0.556231443,-0.001124496,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:42.6,1054.811828,1072618297,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104671564,0.601020702,23250.07521,-2689516.012,-4549753.181,3599584.019,67.28425363,39.11166633,-163.3497346,-1611.909609,7293.616198,2105.02471,-0.961479317,-0.507318507,0.173132564,-0.843227862,0.040246983,0.556261161,-0.831007145,-0.000804102,0.831006385,0.55626174,-0.001124467,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:42.6,1055.812793,1072618298,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104668029,0.601013195,23175.75639,-2689482.517,-4549733.235,3599502.496,66.93757781,38.72977743,-162.7208613,-1597.608389,7299.328304,2084.913821,-0.960178583,-0.508495704,0.173357868,-0.842508262,0.039484136,0.556291433,-0.83098688,-0.000804143,0.83098612,0.556292013,-0.001124437,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:43.6,1055.812793,1072618298,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104664532,0.6010057,23101.38557,-2689449.149,-4549713.112,3599421.009,66.55615761,38.75671021,-162.1378261,-1573.726307,7309.700258,2055.241613,-0.960870779,-0.509129009,0.173217507,-0.842157719,0.039417296,0.556321784,-0.830966561,-0.000804185,0.830965802,0.556322364,-0.001124408,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:43.7,1056.813102,1072618299,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.10466104,0.600998236,23027.72073,-2689416.047,-4549693.374,3599340.088,66.18343023,38.38084436,-161.5201668,-1557.859697,7315.318633,2035.814811,-0.959539712,-0.510236897,0.173289749,-0.841498468,0.038849709,0.556352056,-0.830946294,-0.000804225,0.830945534,0.556352635,-0.001124379,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:44.6,1056.813102,1072618299,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104657454,0.600990501,22951.14395,-2689381.789,-4549672.669,3599256.089,65.78810701,38.39431893,-160.9012828,-1533.658258,7325.545569,2005.154149,-0.960208502,-0.510818045,0.173155907,-0.841171517,0.038890065,0.556383591,-0.830925179,-0.000804268,0.830924419,0.556384171,-0.001124348,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:44.6,1057.813042,1072618300,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104654004,0.600983094,22878.11296,-2689349.036,-4549653.093,3599175.826,65.46845097,38.05149333,-160.2829924,-1520.070666,7330.785443,1984.505306,-0.95909896,-0.511758561,0.173319595,-0.840591493,0.038333216,0.556413861,-0.830904909,-0.000804309,0.83090415,0.556414441,-0.001124319,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:45.6,1057.813042,1072618300,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104650585,0.600975701,22804.95513,-2689316.346,-4549633.299,3599095.564,65.15698407,38.12290058,-159.6753067,-1499.36325,7340.273742,1953.042534,-0.960153627,-0.512064745,0.17333038,-0.840401585,0.038359517,0.556444231,-0.830884571,-0.00080435,0.830883812,0.556444811,-0.00112429,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:45.7,1058.813406,1072618301,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104647164,0.600968337,22732.38437,-2689283.84,-4549613.835,3599015.789,64.87420715,37.80621276,-159.0867864,-1486.915197,7344.858561,1933.151976,-0.959164858,-0.512948509,0.173511829,-0.839847831,0.037856205,0.556474542,-0.830864271,-0.000804391,0.830863512,0.556475121,-0.00112426,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:46.6,1058.813406,1072618301,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104643788,0.600961018,22659.98583,-2689251.528,-4549594.233,3598936.347,64.57934986,37.89506202,-158.49864,-1466.475299,7353.775891,1902.392468,-0.96030538,-0.513221024,0.173460115,-0.83968806,0.037943785,0.556504824,-0.830843989,-0.000804432,0.830843229,0.556505404,-0.001124231,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:46.7,1059.81317,1072618302,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.10464041,0.600953719,22588.09894,-2689219.381,-4549574.937,3598857.302,64.2823776,37.59178306,-157.9201069,-1453.264136,7358.122174,1883.220282,-0.959347193,-0.514085151,0.173571246,-0.839152569,0.037582532,0.556535083,-0.83082372,-0.000804473,0.830822961,0.556535663,-0.001124202,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:47.7,1059.81317,1072618302,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104637066,0.600946443,22516.23665,-2689187.359,-4549555.496,3598778.391,63.96774877,37.65280552,-157.3378483,-1433.050601,7366.221231,1854.272254,-0.960314018,-0.514369187,0.173479523,-0.838989694,0.037755631,0.556565384,-0.830803422,-0.000804514,0.830802663,0.556565964,-0.001124172,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:47.7,1060.813192,1072618303,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104633684,0.600939115,22444.16866,-2689155.174,-4549536.169,3598699.091,63.70499239,37.38583886,-156.8052427,-1420.874692,7369.828732,1836.480306,-0.959503193,-0.515241558,0.173584019,-0.83844789,0.037414718,0.556595955,-0.830782941,-0.000804556,0.830782182,0.556596535,-0.001124143,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:48.2,1060.813192,1072618303,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104630401,0.60093196,22373.5596,-2689123.736,-4549517.075,3598621.525,63.40075498,37.4159556,-156.2107732,-1402.111201,7377.158403,1808.358339,-0.960345031,-0.515524503,0.173509513,-0.838282526,0.037567828,0.556625953,-0.830762843,-0.000804596,0.830762083,0.556626533,-0.001124114,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:48.7,1060.813192,1072618303,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104630263,0.600931661,22370.64384,-2689122.43,-4549516.304,3598618.306,63.39417235,37.38083971,-156.1926269,-1402.191132,7376.98371,1808.489604,-0.960180103,-0.515606456,0.173522759,-0.838231557,0.037519211,0.556627202,-0.830762006,-0.000804598,0.830761247,0.556627781,-0.001124112,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:48.7,1061.812477,1072618304,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104626959,0.600924462,22299.60243,-2689090.794,-4549497.096,3598540.264,63.14794926,37.44838256,-155.6285984,-1385.288645,7383.634387,1781.111596,-0.961244845,-0.51588822,0.173555562,-0.838046016,0.037638894,0.556657496,-0.830741708,-0.000804639,0.830740948,0.556658075,-0.001124083,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:49.7,1061.812477,1072618304,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104623652,0.600917278,22228.94552,-2689059.275,-4549478.119,3598462.525,62.91750757,37.1591207,-155.0870158,-1375.483297,7386.334078,1764.156698,-0.960363281,-0.516697695,0.173715214,-0.837529415,0.037296043,0.556687789,-0.830721408,-0.00080468,0.830720649,0.556688369,-0.001124054,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:49.7,1062.813558,1072618305,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104620374,0.600910127,22158.3838,-2689027.869,-4549459.032,3598385.008,62.67593146,37.22021439,-154.5401596,-1358.82035,7392.508805,1737.580793,-0.961375949,-0.516931011,0.173712721,-0.837377341,0.037488778,0.556718093,-0.8307011,-0.000804721,0.83070034,0.556718673,-0.001124024,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:50.2,1062.813558,1072618305,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104617099,0.600903004,22088.31289,-2688996.631,-4549440.195,3598307.92,62.42817562,36.95392242,-154.0026891,-1348.166089,7395.240912,1720.535998,-0.960585627,-0.51764988,0.17381625,-0.836920999,0.037279402,0.55674835,-0.830680822,-0.000804762,0.830680062,0.55674893,-0.001123995,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:50.7,1062.813558,1072618305,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104613856,0.600895921,22018.39455,-2688965.533,-4549421.253,3598231.128,62.17946815,37.00634489,-153.4356413,-1331.330951,7401.396695,1693.141656,-0.961586674,-0.517776814,0.173783637,-0.836838495,0.037520006,0.556778594,-0.83066055,-0.000804803,0.830659791,0.556779174,-0.001123966,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:51.2,1063.812315,1072618306,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104610606,0.600888844,21948.72994,-2688934.49,-4549402.497,3598154.512,61.95237222,36.76867414,-152.8967825,-1321.404008,7403.793893,1676.379267,-0.960976817,-0.518461987,0.173901819,-0.836396952,0.037355899,0.55680888,-0.830640249,-0.000804844,0.83063949,0.55680946,-0.001123936,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:51.7,1063.812315,1072618306,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104607385,0.600881799,21879.20178,-2688903.582,-4549383.652,3598078.145,61.69141976,36.8220241,-152.3328937,-1304.679567,7409.392143,1650.377837,-0.961970597,-0.518568014,0.173801273,-0.836338168,0.037666971,0.556839172,-0.830619943,-0.000804885,0.830619183,0.556839752,-0.001123907,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:52.2,1064.812574,1072618307,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104604196,0.600874842,21810.70606,-2688873.09,-4549365.187,3598002.82,61.41243878,36.50835441,-151.742524,-1294.425122,7411.636592,1633.760137,-0.960967595,-0.519177042,0.173859569,-0.835951827,0.037584463,0.556869162,-0.830599837,-0.000804925,0.830599078,0.556869742,-0.001123878,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:52.7,1064.812574,1072618307,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104600979,0.600867791,21741.08141,-2688842.172,-4549346.283,3597926.364,61.21596589,36.64273309,-151.2591438,-1278.738625,7416.542873,1609.286149,-0.962350255,-0.51931889,0.173766944,-0.835869374,0.037885731,0.556899692,-0.830579367,-0.000804967,0.830578608,0.556900272,-0.001123848,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:52.7,1065.812803,1072618308,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104600844,0.600867496,21738.19952,-2688840.886,-4549345.514,3597923.187,61.2117118,36.61561393,-151.2472315,-1278.817593,7416.372943,1609.413569,-0.962216196,-0.519390087,0.173773264,-0.835825298,0.037853149,0.556900964,-0.830578514,-0.000804968,0.830577755,0.556901544,-0.001123847,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:53.7,1065.812803,1072618308,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104597652,0.60086052,21669.52121,-2688810.339,-4549326.981,3597847.663,60.98591889,36.36190166,-150.711026,-1269.803348,7418.095142,1593.766082,-0.961507676,-0.519995762,0.173873194,-0.83543179,0.037765647,0.556931248,-0.830558208,-0.000805009,0.830557449,0.556931828,-0.001123818,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:53.7,1066.812067,1072618309,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.10459449,0.600853587,21601.11384,-2688779.964,-4549308.429,3597772.514,60.75163793,36.37269359,-150.1791504,-1255.482497,7422.075846,1571.518624,-0.96225381,-0.52020844,0.173776355,-0.835306383,0.038055282,0.556961472,-0.830537941,-0.00080505,0.830537181,0.556962052,-0.001123789,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:54.2,1066.812067,1072618309,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104591309,0.600846635,21532.70288,-2688749.534,-4549289.979,3597697.27,60.53500819,36.13449129,-149.6682148,-1246.881545,7423.411646,1556.842917,-0.961591974,-0.520809942,0.173827182,-0.834925107,0.037962885,0.556991851,-0.830517567,-0.000805091,0.830516808,0.556992431,-0.001123759,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:54.7,1066.812067,1072618309,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.1045882,0.600839825,21465.43859,-2688719.652,-4549271.71,3597623.421,60.28534783,36.10676024,-149.0175046,-1233.94203,7427.484434,1532.147483,-0.962330489,-0.520791993,0.173836548,-0.83492091,0.038257398,0.557021772,-0.8304975,-0.000805132,0.830496741,0.557022352,-0.00112373,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:55.2,1067.813619,1072618310,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104585014,0.600832863,21396.85248,-2688689.143,-4549253.182,3597548.023,60.13461726,35.98130396,-148.5891595,-1225.984514,7428.454393,1518.449245,-0.962229359,-0.521344169,0.173889536,-0.83456701,0.038217713,0.557052426,-0.830476939,-0.000805173,0.83047618,0.557053006,-0.0011237,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:55.7,1067.813619,1072618310,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104581895,0.600826033,21329.33888,-2688659.15,-4549234.822,3597473.928,59.91931614,36.02784468,-148.0364629,-1212.826964,7432.001932,1495.894877,-0.96325491,-0.521415071,0.173830364,-0.834519118,0.038563841,0.557082651,-0.830456665,-0.000805214,0.830455905,0.557083231,-0.001123671,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:56.2,1068.813265,1072618311,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104578779,0.600819217,21262.11772,-2688629.264,-4549216.617,3597400.076,59.69356572,35.80951802,-147.4967323,-1204.449311,7433.078658,1481.397449,-0.962743723,-0.521908426,0.173837462,-0.834208392,0.038580953,0.557112905,-0.830436369,-0.000805255,0.83043561,0.557113486,-0.001123642,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:56.7,1068.813265,1072618311,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104575684,0.600812436,21195.07853,-2688599.488,-4549198.377,3597326.506,59.50474017,35.83795088,-146.9534088,-1192.950784,7435.947776,1460.155555,-0.963691422,-0.521986482,0.173805891,-0.834153009,0.038863627,0.557143136,-0.830416087,-0.000805296,0.830415328,0.557143716,-0.001123612,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:57.2,1069.811533,1072618312,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104575684,0.600812436,21195.07853,-2688599.488,-4549198.377,3597326.506,59.50474017,35.83795088,-146.9534088,-1192.950784,7435.947776,1460.155555,-0.963691422,-0.521986482,0.173805891,-0.834153009,0.038863627,0.557143136,-0.830416087,-0.000805296,0.830415328,0.557143716,-0.001123612,0.001381731,-4.27171E-05,0.999999044
16-015-08:53:57.7,1069.811533,1072618312,9,0,0,1,0,0,10,0,0,0,0,0,1,79,12.42000008,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.104572455,0.600805372,21125.37328,-2688568.497,-4549179.483,3597249.944,59.29547709,35.62111623,-146.431176,-1185.270131,7436.450928,1446.92021,-0.963174321,-0.522541189,0.173833525,-0.833799235,0.038877339,0.557174722,-0.830394895,-0.000805339,0.830394136,0.557175302,-0.001123582,0.001381731,-4.27171E-05,0.999999044
